"";"id";"description";"DBO"
"7323";935600879811669;"ich spreche von der mehrheit der menschen siehe köln^^ aber mit den meisten hier kann mann ja nicht vernüftig diskutieren";"nothing"
"5792";855059101199181;"Schreibt jemand mit Mickymaus Bildchen im Profilbild ??";"nothing"
"2627";982686348436455;"Haha Mario Michael, stell dich mal lieber euren ultras entgegen.";"nothing"
"8577";945884085450015;"und nur wieder kerle und natürlich schwarz...bäh";"nothing"
"1572";862008860504205;"Wieso?Denise Heil";"nothing"
"4950";876294449075646;"würd eh alles auf Pegida geschoben huhuhuhu ihr so genannten Politiker ihr seid schuldig";"criticism"
"7506";1096013480437074;"Sozialschnorrer-Pack??";"nothing"
"9279";1010182729020150;"Rainer Grüner hast wohl Angst, von den Gutmenschen wegen eines Vertippers der Dummheit überführt zu werden? Sie suchen eben krampfhaft nach Argumenten, weil sie keine mehr haben. Da braucht man sich nur mal vertippen und 5 solche Idioten ziehen sich dran hoch.";"nothing"
"8627";945830382122052;"Du bist sehr vermessen. Gott.";"nothing"
"8573";945871375451286;"Karin Schneider diese ""Asylanten"""" sind derzeit Heimatlose, nichts weiter. Auf der einen Seite müssen sie einem Leid tun, einfach aus dem Grund daß sie von Staaten der EU verraten und gekauft wurden, ihnen dieselben leeren Versprechen gemacht werden wie einst den DDR'lern vor 25 Jahren, auf der anderen Seite muss man sich fragen, warum WIR als Volk uns das seit Jahren gefallen lassen. Das ist einfach eine Frage von Schuldbewußtsein: WIR sind Schuld dem Treiben nicht schon vor Jahren als alles anfing ein jähes Ende bereitet zu haben, die EU ist Schuld für versäumte und ignorierte Ereignisse und den """"Asylanten"" muss man die Schuld geben, zu ignorieren daß auch in einer EU keine Bäche mit Honig fließen und das Geld vom Himmel fällt. Mag uns einer als Nazi betiteln, letzten Endes zeigt es die Ohnmacht der Verständnislosen die uns vertreten wollen aber nix auf die Reihe bekommen. Eins ist sicher, von ""Hilfe"" kann keine Rede mehr sein, das will fast keiner mehr - und von einfach rauswerfen auch nicht, immerhin befinden sich unter den ""richtigen"" Flüchtlingen auch Menschen die eine Hilfe wirklich nötig haben.";"criticism"
"7883";951535664884857;"Die Asylindustrie in ihrem Lauf, hält weder Ochs noch Esel auf! Diese geflügelten Worte, nur das er statt Asylindustrie Sozialismus benutzte, sagte Honecker kurz vor dem totalen  Zusammenbruch - mal sehen wie lange es noch dauert...";"criticism"
"2025";1111708218867600;"Ich  liebe pegida";"nothing"
"3631";1035119463193143;"Patriotische Grüße aus MV, sind in GEDANKEN immer bei EUCH, bei uns, PATRIOTEN- RÜG-HST-HRO, gehts auch aauf die STRASSE, mit SICHERHEIT es werden immer mehr. MERKEL u IHRE HANDLANGER, werden unsere PEGIDA- BEWEGUNG, MIT SICHERHEIT, NICHT ÜBERHÖHREN";"criticism"
"6531";883161471722277;"Beate , das wollt ich gerade schreiben, der ist noch widerlicher als der über deinen Kommentar, was für Figuren hier im Land hochgeschwemmt wurden, nur meine persönliche Meinung :-D";"nothing"
"5857";855051681199923;"Bei so viel Patriotismus frag ich mich, wo und wann die deutsche Grammatik auf der Strecke geblieben ist..
Echt überzeugend, diese ganzen Statements! Bravo";"nothing"
"5768";855005914537833;"Salvatore DeNotaris
Der „Heilige Krieg“ im Koran - Der ?ih?d und sein Umfeld
Von Salvatore DeNotaris
Al-?ih?d (Dschihad) bedeutet wörtlich „das Bemühen auf dem Weg Gottes“[1]. Der Weg zur Glückseligkeit und damit zur Gotteserkenntnis beginnt für die islamischen Mystiker mit dem ?ih?d‚ der heiligen Anstrengung.[2] Khoury übersetzt das Wort ?ih?d mit „sich einsetzen“ (Sure 29,69), Hellmut Ritter mit „kämpfen“[3]. Beides ist möglich, obwohl die eigentliche Bedeutung des Wortes „Anstrengung“ und „Einsatz“ für den Islam ausdrückt. Dies schließt zwar den bewaffneten Kampf nicht aus (vgl. Sure 9), allerdings verstehen die Muslime darunter zunächst eine innerliche Anstrengung und keinen „Heiligen Krieg“.[4] Dennoch kann man Ritters Übersetzung folgen, denn die Sufis, die islamischen Mystiker, stellen sich einen verbildlichten inneren Kampf des Herzens vor. Die Sufis verstehen unter dem arabischen Wortstamm also vielmehr eine moralische, spirituelle und intellektuelle Anstrengung für den Islam.[5] Nach Karen Armstrong verstünden viele Muslime unter ?ih?d ihre Pflicht, moralisch, geistig und politisch für ihre Gemeinschaft einzutreten.[6] So sei der ?ih?d als „Heiliger Krieg“, „entgegen der im Westen gängigen Meinung [...], weder Antriebskraft, noch zentraler Punkt dieser Religion“[7]. Ludwig Hagemann betont jedoch, dass jeder Muslim verpflichtet sei, das Gesetz Gottes durchzusetzen.[8] Demnach heißt es im Koran: „Und setzt euch mit eurem Vermögen und mit eurer eigenen Person auf dem Weg Gottes ein“ (Sure 9,41; vgl. 61,11).
Zur Zeit Muhammads gehörte dazu auch der bewaffnete Kampf. Einer bekannten Überlieferung (hadith) zufolge sagte Muhammad nach einer Schlacht: „Wir kehren vom kleinen ?ih?d zum größeren ?ih?d zurück.“[9] Wenn Muhammad mit dem kleinen ?ih?d eine kriegerische Auseinandersetzung meint, erkennt er im großen ?ih?d womöglich einen geistigen, inneren und sozialen Kampf um die islamische Gemeinschaft. So kann dieser Begriff auch von muslimischen Modernisten benutzt werden, wenn es zum Beispiel um die Bekämpfung des Analphabetismus geht.[10] In den medinischen Suren geht dieser kriegerische ?ih?d allerdings klar hervor. Muhammad und seine Anhänger werden dabei als diejenigen bezeichnet, die sich auf dem „Weg Gottes eingesetzt haben“ (Sure 2,218; 8,74). Dies zeigt auch Sure 9,73, welche sich an Muhammad richtet: „O Prophet, setze dich gegen die Ungläubigen und die Heuchler ein und fasse sie hart an. Ihre Heimstätte ist die Hölle“ (Sure 9,73). Max Henning übersetzt diese Stelle wie folgt: „streite wider die Ungläubigen“ (Sure 9,73). Bobzin übersetzt es direkt mit „bekämpfe (?ih?d) die Ungläubigen“[11].
Das „sich bemühen“ um Gottes Willen wird von Gott belohnt: 
„So sollen diejenigen, die das diesseitige Leben gegen das Jenseitige verkaufen, auf dem Weg Gottes kämpfen. Und wer auf dem Weg kämpft und daraufhin getötet wird oder siegt, dem werden Wir einen großartigen Lohn zukommen lassen.“ (Sure 4,74)
Für ?ih?d gibt es also unterschiedliche Auslegungsarten, die alle jedoch am Ende „Anstrengung für den Islam“ bedeuten. Gerl-Falkovitz ist der Meinung, dass sich die Semantik des Wortes in den letzten Jahren verschoben hat, und sie weist auf die uns bekannten fundamentalistischen Terroranschläge unserer Zeit hin.[12] 
Die palästinensische Hamas gebraucht das Wort ?ih?d selbst als „Heiliger Krieg“[13]. Im Artikel 15 der „Charta der Hamas“ findet sich der folgenden Aufruf zum ?ih?d:
„Der ?ih?d für die Befreiung Palästinas ist eine persönliche Verpflichtung [...]. Wenn unsere Feinde sich irgendeines islamischen Landes bemächtigen, wird ?ih?d, der Heilige Krieg, zu einer alle Muslime bindenden Pflicht. [...] Dazu ist es erforderlich, islamisches Bewusstsein in den Massen zu wecken, auf allen lokalen Ebenen im arabischen und islamischen Raum. Wir müssen den Geist des ?ih?d in der Umma verbreiten, uns auf die Feinde werfen und uns den Reihen der Kämpfer des ?ih?d anschließen.“[14]
Der islamische Fundamentalist Abu-l-A’la-Maudoodi schreibt 1971 über den ?ih?d Folgendes: 
„In der Sprache der Scharia wird dieses Wort [?ih?d] vornehmlich für den Krieg benutzt, der einzig und allein im Namen Gottes und gegen jene geführt wird, die als Gegner des Islams Unterdrückung ausüben. Die außerordentliche Opferbereitschaft, selbst das eigene Leben hinzugeben, müssen alle Muslime aufbringen.“[15]
Es ist also nicht die westliche Welt, die den Begriff falsch interpretiert hat, sondern moderne islamische Fundamentalisten gebrauchen das Wort ?ih?d im Sinne des „Heiligen Krieges“.
Das islamische Rechtssystem teilt die Welt in das Gebiet des Islams (d?r al-Isl?m), indem das islamische Recht herrscht, und in das Gebiet des Krieges (d?r al-harb), in dem die Nicht-Muslime leben. Die Muslime sind verpflichtet, ihr islamisches Gebiet zu verteidigen. Gleichzeitig sollen sie aber auch den Islam in dem Gebiet der Ungläubigen (d?r al-harb) durch den ?ih?d zum Sieg verhelfen.[16] Die Pflicht zum ?ih?d wird nach dem Koran erst dann aufgehoben, wenn alle Menschen den Islam angenommen haben (vgl. Sure 2,193).
Nicht alle Muslime berufen sich darauf. Allerdings bekräftigen die heutigen islamischen Fundamentalisten diese Richtung des klassischen Rechtssystems, das im Mittelalter entstanden ist.[17] Gleichzeitig können sich die strengen Traditionalisten dabei auf den Koran berufen, wenn es darum geht, sich auch kriegerisch für den Islam einzusetzen.
Vor allem die Suren 8 und 9 beschäftigen sich mit genau diesem Sachverhalt. Jedoch steht das Wort ?ih?d in diesen Suren in einem direkten historischen Kontext. Wenn der ?ih?d heute von Muslimen nicht mehr in Abhängigkeit dieses historischen Kontextes gesehen wird, dann „behalten [Muhammads] Kampfesworte den Status zeitloser Gültigkeit“[18].
[1]
[2] Vgl. al-Ghas?li 1998, S. 26, 28, 40, 44.
[3] Übersetzung nach Hellmut Ritter, in: al-Ghasali 1998, S. 40.
[4] Vgl. Küng 2004, S. 163.
[5] Vgl. Armstrong 1993, S. 229.
[6] Vgl. ebd.; Maas 1991, S. 37-38.
[7] Armstrong 1993, S. 229.
[8] Hagemann 1994, S. 49; vgl. Busse 1988, S. 1.
[9] Vgl. Armstrong 1993, S. 229.
[10] Vgl. Bobzin 1999, S. 86.
[11] Vgl. ebd. S. 84.
[12] Vgl. Gerl-Falkovitz 2004, S. 227.
[13] Vgl. Charta der Hamas, in: Radke 1994, S. 274.
[14] Charta der Hamas, in: Radke 1994, S. 274.
[15] Abu-l-A’la-Maudoodi 1971, S. 140.
[16] Vgl. Khoury 1991, S. 13-19.
[17] Ebd. S. 16.
[18] Gerl-Falkovitz 2004, S. 228.";"nothing"
"5858";855029174535507;"Uns solchem Dreckspack wird auch noch der deutsche Pass hinterhergeworfen damit sie sich schön vor dem Wehrdienst in der Türkei drücken können.";"nothing"
"6440";882925818412509;"aus Marokko kommen keine Flüchtlinge sondern Wirtschaftsasylanten-  Also ist die Überschrift schion mal falsch! i";"nothing"
"6602";1012462198792203;"Ein paar ist gut ??????";"nothing"
"1763";1111489462222809;"kein einziger hartz4 empfänger bekommt zu kostenlosem wohnen und kostenlosem essen noch 340.- euro taschengeld - keiner!!!! wieso steht das diesen ...... zu ?";"criticism"
"1018";1063700623668360;"Wenn man eine Karte erstellt die aufzeigt wieviel migrantenanteil in Schulklassen sind erklärt sich bestimmt so einiges.";"nothing"
"5497";1010199452351811;"Kleine Nachbetrachtung: LG aus NRW http://notstand.net/news/pegida-16-11-2015-nachbetrachtung.111/";"nothing"
"4123";990662384305518;"Oh man wieviel Dreck gibt es wirklich in Deutschland...
Naja Dreck verschwindet auch irgendwann wieder";"nothing"
"7328";935606363144454;"Da hast Du Dich verlesen, der Vogel ist leider nicht im Kasten .";"nothing"
"6506";882681918436899;"Jetzt können sie ja alle wieder ""War bestimmt Pegida"" brüllen die linken Idioten! ??";"nothing"
"6317";882731265098631;"Die könn sich alle gegenseitig umbring. Ich brauche das Pack nicht.";"nothing"
"4613";1105766559461766;"In jedem großen Schweinestall sterben jeden Tag Ferkel ! Müssen teuer entsorgt werden , mal nachfragen !";"nothing"
"1570";862797160425375;"Kommt doch sowieso kaum noch einer.....hohle Phrasen und Weltuntergangs- und Verschwörungstheorien verlieren irgendwann ihre Anziehungskraft, je mehr die echte häßliche rechte Fratze zum Vorschein kommt.";"nothing"
"8705";945379908833766;"Meinungsfreiheit? Lächerlich! Die größte Geißel dieses Landes ist das Linke Zeckenpack!!! DAS sind die Faschisten des 21. Jahrhunderts!!!";"nothing"
"4183";985366454835111;"????!";"nothing"
"9004";1007452139293209;"Endlich mal eine freudige Nachricht !";"nothing"
"7657";1095906590447763;"Man stelle sich mal vor 60 Einheimische würden irgendetwas fordern....

Blitzschnell wären da 20 Wagen der Polizei da und die Personen kämen sofort weg....

Innerhalb von Minuten wäre das Chaos aufgelöst wenn es um das eigene Volk geht...

Weil...das eigene europäische Volk der Dreck unterm Fingernagel ist und die Neubürger die goldene Bereicherung";"criticism"
"6007";855033711201720;"alle gemeinsam feiern,das wird lustig";"nothing"
"8620";945911635447260;"Ihr habt doch den knall nicht gehört. Es sind überwiegend Menschen die alles aufgegeben gaben oder müsse um am Leben zu bleiben. Da kratzt die ganze Familie ihr Geld zusammen um wenigstens einem ihrer Kinder das Leben zu retten. Diese Menschen haben nichts mehr außer das was sie am Leibe tragen. Jeder von euch kann sich essen und Wohnung in vernünftigen Maße leisten und kaufen. Ich bestreite nicht das es für so manchen nicht auch schwer ist mit allem klar zu kommen aber wenn ihr flüchten müsstet wärt auch ihr froh in einem Land wie Deutschland unter zu kommen. Wir sind eines der wirtschaftsstärksten Ländern der Welt und den schwachen verpflichtet. Wer auch nur ein Leben rettet, rettet die ganze Welt. Diese Leute flüchten damit sie am nächsten Tag noch einen Kopf haben und ihr stört euch daran das die Butter wieder mal 0,5€ teurer geworden ist und ihr denkt ihr könntet euch das jetzt nicht mehr leisten.";"nothing"
"9161";1007291569309266;"Aha und wer bist du, in der Name von Deutschland zu sprechen? ich bin nach Deutschland mit einer VISA, daher darfst du nicht mit mir auf diese Weise zu sprechen.";"nothing"
"4259";991238990914524;"Weiter so.Auch Merseburg erwacht langsam.";"nothing"
"3918";1038993862805703;"Europe is for european people Not for musilm";"nothing"
"4221";985352751503148;"Auf Siggi ist VERLASSS !!!!!!!!!! (y) (y) (y)";"nothing"
"1428";862117000493391;"Ich mag euch nicht.";"nothing"
"7774";961185050586585;"Es gibt nur eine Erde und die gehört uns alle. Alle sollen nach Deutschland kommen und wenn paar Leute hier wieder der Meinung sind, Menschen ""zweiter Klasse"" wären nicht würdig zu leben dann kommen wir wieder wie 1945";"nothing"
"7932";948209201884170;"Arbeitsplätze raus......Sozialhilfeempfänger rein...seit Jahren...wer meckert ist Nazi";"nothing"
"5930";855006394537785;"Da haste sowas von recht denn wir sind das Volk und wir können die Politika in die Knie zwingen Frankreich hat es schon bewiesen denn wenn die auf der Straße kehren dann läuft nichts mehr";"subversive"
"3556";982639861774437;"http://www.rt.com/on-air/hungarian-border-police-refugees/";"nothing"
"5736";855035614534863;"Und du bist der Prophet Mohammed....";"nothing"
"3702";1035101779861578;"Du sprichst mir aus dem Herzen";"nothing"
"367";1065895560115533;"Ich finde es absolut toll das auch immer mehr in den Altbundesländern begreifen das sie total verarscht werden ! Ja es ist richtig nach 26 Jahren darf es kein Ost und Westdenken mehr geben,wir müssen alle zusammen halten und auf die Straße ! Ja auch in Dresden sind alle Altersklassen vertreten und das ist gut so,am meisten ziehe  ich vor denen den Hut die bei Wind und Wetter den Zug mit ihren Rollstühlen anführen.Wir gehen auch für unsere Kinder Enkel und Urenkel auf die Straße denn die sollen noch eine lebenswerte Zukunft haben !";"nothing"
"1970";1111322655572823;"Die Bahnhofsklatscher und Teddywerfer sind empört ? Dann ist es ein Schritt in die richtige Richtung !!";"nothing"
"675";1134071743297914;"Bei dieser Frau ist wirklich Hopfen und Malz verloren!";"nothing"
"766";1063667860338303;"Jetzt ist der Zeitpunkt gekommen wo wir gerne alle ""Ossis"" hier hätten ???? Die trauen sich wenigstens";"nothing"
"3280";982651445106612;"sieht aus, wie z.B. in Frankfurt und überall, wo Antifanten ihre Gewaltspuren ziehen..  hier wird klar, was für eine Spezies sich Einlass verschaffen will.. Ungarn macht alles richtig..unsere Regierung liefert ihr Volk ans Messer... was zutun ist, dürfte klar sein...";"nothing"
